id,url,name,age,role,compensation,source_excerpt,created_at,gender
445,https://www.sec.gov/Archives/edgar/data/7084/000119312522081019/d224373ddef14a.htm,Suzan F. Harrison,64,"Independent Director, Chair of Sustainability and Corporate Responsibility Committee",345995,"Suzan F. Harrison
Age: 64
Director since: 2017
Former Principal Occupation or Position: President of Global Oral Care at Colgate-Palmolive Company
Committees: Compensation and Succession Committee, Sustainability and Corporate Responsibility Committee, Executive Committee
Director Compensation: $345,995",2025-05-16 16:29:35.566989,female
446,https://www.sec.gov/Archives/edgar/data/7084/000119312522081019/d224373ddef14a.htm,Patrick J. Moore,67,"Independent Director, Chair of Nominating and Corporate Governance Committee",441798,"Patrick J. Moore
Age: 67
Director since: 2003
Principal Occupation or Position: President and Chief Executive Officer of PJM Advisors, LLC
Committees: Audit Committee, Nominating and Corporate Governance Committee, Executive Committee
Director Compensation: $441,798",2025-05-16 16:29:35.566989,male
447,https://www.sec.gov/Archives/edgar/data/7084/000119312522081019/d224373ddef14a.htm,Juan R. Luciano,60,"Chairman, CEO, and President",0,"Juan R. Luciano
Age: 60
Director since: 2014
Principal Occupation or Position: Chairman of the Board, Chief Executive Officer and President
Committees: Executive Committee
Director Compensation: Not applicable as he is an employee executive",2025-05-16 16:29:35.566989,male
448,https://www.sec.gov/Archives/edgar/data/7084/000119312522081019/d224373ddef14a.htm,Francisco J. Sanchez,62,Independent Director,346352,"Francisco J. Sanchez
Age: 62
Director since: 2014
Principal Occupation or Position: Partner at Holland & Knight LLP and Advisor to Pt. Capital
Committees: Audit Committee, Sustainability and Corporate Responsibility Committee
Director Compensation: $346,352",2025-05-16 16:29:35.566989,male
449,https://www.sec.gov/Archives/edgar/data/7084/000119312522081019/d224373ddef14a.htm,Debra A. Sandler,62,Independent Director,341694,"Debra A. Sandler
Age: 62
Director since: 2016
Principal Occupation or Position: President of LaGrenade Group, LLC
Committees: Audit Committee, Nominating and Corporate Governance Committee
Director Compensation: $341,694",2025-05-16 16:29:35.566989,female
450,https://www.sec.gov/Archives/edgar/data/7084/000119312522081019/d224373ddef14a.htm,Lei Z. Schlitz,55,"Independent Director, Chair of Compensation and Succession Committee",324039,"Lei Z. Schlitz
Age: 55
Director since: 2019
Principal Occupation or Position: Executive Vice President, Automotive OEM at Illinois Tool Works Inc.
Committees: Compensation and Succession Committee, Sustainability and Corporate Responsibility Committee
Director Compensation: $324,039",2025-05-16 16:29:35.566989,female
451,https://www.sec.gov/Archives/edgar/data/7084/000119312522081019/d224373ddef14a.htm,Kelvin R. Westbrook,66,"Independent Director, Chair of Compensation and Succession Committee",405072,"Kelvin R. Westbrook
Age: 66
Director since: 2003
Principal Occupation or Position: President and Chief Executive Officer of KRW Advisors, LLC
Committees: Compensation and Succession Committee, Nominating and Corporate Governance Committee, Executive Committee
Director Compensation: $405,072",2025-05-16 16:29:35.566989,male
452,https://www.sec.gov/Archives/edgar/data/7431/000119312524119727/d542766ddef14a.htm,Victor D. Grizzle,62,President and Chief Executive Officer (CEO),0,"Mr. Grizzle was appointed as our President and Chief Executive Officer in March 2016. As President and Chief Executive Officer of AWI, Mr. Grizzle provides our Board with significant insight regarding our operations, strategic planning and operational design.",2025-05-16 16:29:36.409871,male
453,https://www.sec.gov/Archives/edgar/data/7431/000119312524119727/d542766ddef14a.htm,Richard D. Holder,61,Independent Director,232912,"Mr. Holder is currently the Chief Executive Officer of Loparex, Inc. Mr. Holder serves on the board of Enerpac Tool Group Corp., where he is a member of the Audit Committee. The members of the Audit Committee are Barbara L. Loughran (Chair), Richard D. Holder, Wayne R. Shurts, and Roy W. Templin. The members of the Finance Committee are Roy W. Templin (Chair), Richard D. Holder, Barbara L. Loughran, and James C. Melville. The members of the Governance Committee are Richard D. Holder (Chair), Barbara L. Loughran, William H. Osborne and Cherryl T. Thomas. Richard D. Holder's total compensation in 2023 was $232,912.",2025-05-16 16:29:36.409871,male
454,https://www.sec.gov/Archives/edgar/data/7431/000119312524119727/d542766ddef14a.htm,Barbara L. Loughran,60,Independent Director,242475,"Ms. Loughran served as a partner with PricewaterhouseCoopers LLP (PwC) from 1998 until her retirement in June 2018. The members of the Audit Committee are Barbara L. Loughran (Chair), Richard D. Holder, Wayne R. Shurts, and Roy W. Templin. The members of the Finance Committee are Roy W. Templin (Chair), Richard D. Holder, Barbara L. Loughran, and James C. Melville. The members of the Governance Committee are Richard D. Holder (Chair), Barbara L. Loughran, William H. Osborne and Cherryl T. Thomas. Barbara L. Loughran's total compensation in 2023 was $242,475.",2025-05-16 16:29:36.409871,female
455,https://www.sec.gov/Archives/edgar/data/7431/000119312524119727/d542766ddef14a.htm,William H. Osborne,64,Independent Director,216419,"Mr. Osborne served as Senior Vice President of Total Quality and Operations for Boeing Defense, Space & Security. The members of the Management Development and Compensation Committee are Wayne R. Shurts (Chair), James C. Melville, William H. Osborne, and Cherryl T. Thomas. The members of the Governance Committee are Richard D. Holder (Chair), Barbara L. Loughran, William H. Osborne and Cherryl T. Thomas. William H. Osborne's total compensation in 2023 was $216,419.",2025-05-16 16:29:36.409871,male
456,https://www.sec.gov/Archives/edgar/data/7431/000119312524119727/d542766ddef14a.htm,Wayne R. Shurts,64,Independent Director,236624,"Mr. Shurts served as the Executive Vice President and Chief Technology Officer at Sysco Corporation. The members of the Audit Committee are Barbara L. Loughran (Chair), Richard D. Holder, Wayne R. Shurts, and Roy W. Templin. The members of the Management Development and Compensation Committee are Wayne R. Shurts (Chair), James C. Melville, William H. Osborne, and Cherryl T. Thomas. Wayne R. Shurts's total compensation in 2023 was $236,624.",2025-05-16 16:29:36.409871,male
457,https://www.sec.gov/Archives/edgar/data/7431/000119312524119727/d542766ddef14a.htm,Roy W. Templin,63,"Chair of the Board, Independent Director",304124,"Mr. Templin served as Chair of the Board of Directors of Con-Way Incorporated. The members of the Audit Committee are Barbara L. Loughran (Chair), Richard D. Holder, Wayne R. Shurts, and Roy W. Templin. The members of the Finance Committee are Roy W. Templin (Chair), Richard D. Holder, Barbara L. Loughran, and James C. Melville. Roy W. Templin's total compensation in 2023 was $304,124.",2025-05-16 16:29:36.409871,male
458,https://www.sec.gov/Archives/edgar/data/7431/000119312524119727/d542766ddef14a.htm,Cherryl T. Thomas,77,Independent Director,231742,"Ms. Thomas is the Chief Strategy Officer and Vice President of Ardmore Roderick. The members of the Management Development and Compensation Committee are Wayne R. Shurts (Chair), James C. Melville, William H. Osborne, and Cherryl T. Thomas. The members of the Governance Committee are Richard D. Holder (Chair), Barbara L. Loughran, William H. Osborne and Cherryl T. Thomas. Cherryl T. Thomas's total compensation in 2023 was $231,742.",2025-05-16 16:29:36.409871,female
459,https://www.sec.gov/Archives/edgar/data/7536/000155837022004679/tmb-20220511xdef14a.htm,Barry W. Perry,75,Lead Director,305000,"Independent Director Committees: Compensation Barry W. Perry Age: 75 Director Since: 1999 Lead Director of the Company since 2011 ... Non-Management Director Compensation Name Fees Earned($) Stock Awards($) Total($) Barry W. Perry 100,000 205,000 305,000",2025-05-16 16:29:37.193539,male
460,https://www.sec.gov/Archives/edgar/data/7536/000155837022004679/tmb-20220511xdef14a.htm,William F. Austen,63,Independent Director,275000,"Independent Director Committees: Audit William F. Austen Age: 63 Director Since: 2020 ... Non-Management Director Compensation Name Fees Earned($) Stock Awards($) Total($) William F. Austen 100,000 175,000 275,000",2025-05-16 16:29:37.193539,male
461,https://www.sec.gov/Archives/edgar/data/7536/000155837022004679/tmb-20220511xdef14a.htm,Fabian T. Garcia,62,Independent Director,58630,"Independent Director Committees: Corporate Governance Fabian T. Garcia Age: 62 Director Since: 2021 ... Non-Management Director Compensation Name Fees Earned($) Stock Awards($) Total($) Fabian T. Garcia 58,630 — 58,630",2025-05-16 16:29:37.193539,male
462,https://www.sec.gov/Archives/edgar/data/7536/000155837022004679/tmb-20220511xdef14a.htm,Steven H. Gunby,64,Independent Director,295000,"Independent Director Committees: Audit & Compensation Steven H. Gunby Age: 64 Director Since: 2017 ... Non-Management Director Compensation Name Fees Earned($) Stock Awards($) Total($) Steven H. Gunby 120,000 175,000 295,000",2025-05-16 16:29:37.193539,male
463,https://www.sec.gov/Archives/edgar/data/7536/000155837022004679/tmb-20220511xdef14a.htm,Gail E. Hamilton,72,Independent Director,275000,"Independent Director Committees: Corporate Governance Gail E. Hamilton Age: 72 Director Since: 2008 ... Non-Management Director Compensation Name Fees Earned($) Stock Awards($) Total($) Gail E. Hamilton 100,000 175,000 275,000",2025-05-16 16:29:37.193539,female
464,https://www.sec.gov/Archives/edgar/data/7536/000155837022004679/tmb-20220511xdef14a.htm,Andrew C. Kerin,58,Independent Director,285000,"Independent Director Committees: Corporate Governance Andrew C. Kerin Age: 58 Director Since: 2010 ... Non-Management Director Compensation Name Fees Earned($) Stock Awards($) Total($) Andrew C. Kerin 110,000 175,000 285,000",2025-05-16 16:29:37.193539,male
465,https://www.sec.gov/Archives/edgar/data/7536/000155837022004679/tmb-20220511xdef14a.htm,Laurel J. Krzeminski,67,Independent Director,275000,"Independent Director Committees: Audit Laurel J. Krzeminski Age: 67 Director Since: 2018 ... Non-Management Director Compensation Name Fees Earned($) Stock Awards($) Total($) Laurel J. Krzeminski 100,000 175,000 275,000",2025-05-16 16:29:37.193539,female
466,https://www.sec.gov/Archives/edgar/data/7536/000155837022004679/tmb-20220511xdef14a.htm,Michael J. Long,63,"Chairman, President, and Chief Executive Officer",12755479,"Chairman, President, and Chief Executive Officer Michael J. Long Age: 63 Director Since: 2008 ... Summary Compensation Table The following table provides certain summary information concerning the compensation of the NEOs. ... Michael J. Long 2021 1,320,000 — 6,000,028 — 5,406,000 — 29,451 12,755,479",2025-05-16 16:29:37.193539,male
467,https://www.sec.gov/Archives/edgar/data/7536/000155837022004679/tmb-20220511xdef14a.htm,Carol P. Lowe,56,Independent Director,29589,"Independent Director Committees: Audit Carol P. Lowe Age: 56 Director Since: 2021 ... Non-Management Director Compensation Name Fees Earned($) Stock Awards($) Total($) Carol P. Lowe 29,589 — 29,589",2025-05-16 16:29:37.193539,female
468,https://www.sec.gov/Archives/edgar/data/7536/000155837022004679/tmb-20220511xdef14a.htm,Stephen C. Patrick,72,Independent Director,289658,"Independent Director Committees: Audit & Corporate Governance Stephen C. Patrick Age: 72 Director Since: 2003 ... Non-Management Director Compensation Name Fees Earned($) Stock Awards($) Total($) Stephen C. Patrick 114,658 175,000 289,658",2025-05-16 16:29:37.193539,male
469,https://www.sec.gov/Archives/edgar/data/7536/000155837022004679/tmb-20220511xdef14a.htm,Gerry P. Smith,58,Independent Director,213750,"Independent Director Committees: Corporate Governance Gerry P. Smith Age: 58 Director Since: 2020 ... Non-Management Director Compensation Name Fees Earned($) Stock Awards($) Total($) Gerry P. Smith 100,000 113,750 213,750",2025-05-16 16:29:37.193539,male
491,https://www.sec.gov/Archives/edgar/data/8063/000114036124015352/ny20020718x1_def14a.htm,Neil Y. Kim,65,"Director, Compensation (Chair) and Audit Committees; Director since 2016",190008,"Neil Y. Kim, 65 Director, Compensation (Chair) and Audit Committees; Director since 2016 ... Mr. Kim receives $80,000 fees earned or paid in cash and $110,008 in restricted stock unit awards, totaling $190,008.",2025-05-16 16:29:39.385974,male
492,https://www.sec.gov/Archives/edgar/data/8063/000114036124015352/ny20020718x1_def14a.htm,Mark Moran,68,"Director, Nominating/Governance (Chair) and Compensation Committees; Director since 2018",190008,"Mark Moran, 68 Director, Nominating/Governance (Chair) and Compensation Committees; Director since 2018 ... Mr. Moran receives $80,000 fees earned or paid in cash and $110,008 in restricted stock unit awards, totaling $190,008.",2025-05-16 16:29:39.385974,male
470,https://www.sec.gov/Archives/edgar/data/7623/000143774925007654/artw20250303_def14a.htm,Marc H. McConnell,46,"Chairman, Director, President and Chief Executive Officer",349370,"MARC H. McCONNELL, Chairman, Director, President and Chief Executive Officer. ... Mr. McConnell was appointed to our Board in July 2001 and served as Vice Chairman of the Board from January 2008 to April 2015, at which time he became our Chairman. ... Mr. McConnell was not a named executive officer during fiscal year 2023, and, accordingly, no compensation information is included for him with respect to fiscal year 2023. Compensation information for Mr. McConnell received in fiscal year 2023 with respect to his service as a director of the Company was previously disclosed in the Company’s definitive proxy statement filed with the SEC on March 15, 2024. ... During fiscal year 2024, Mr. McConnell received a cash retainer of $267,750 (paid in monthly installments) in connection with his service as Chairman of the Board. ... On January 24, 2025, the Board granted Mr. McConnell 20,000 shares of restricted stock ... Summary Compensation Table shows total compensation for 2024 as $349,370.",2025-05-16 16:29:37.918801,male
471,https://www.sec.gov/Archives/edgar/data/7623/000143774925007654/artw20250303_def14a.htm,Thomas E. Buffamante,72,Director,37470,"THOMAS E. BUFFAMANTE, Director. Mr. Buffamante is a Certified Public Accountant and Director of Buffamante Whipple Buttafaro, P.C., where he has been a director and stockholder since 1981. Mr. Buffamante has been a director of the Company since 2003, was appointed to our Audit Committee in 2011, and has served as the Chairman of the Audit Committee since April 2012. ... Director Compensation Table for Fiscal Year 2024 shows total compensation as $37,470.",2025-05-16 16:29:37.918801,male
472,https://www.sec.gov/Archives/edgar/data/7623/000143774925007654/artw20250303_def14a.htm,David A. White,72,Director,37470,"DAVID A. WHITE, Director. Mr. White is a corporate director ... Mr. White was appointed to the Board in December 2016 and currently serves as a member of the Audit and Chair of the Compensation Committees. ... Director Compensation Table for Fiscal Year 2024 shows total compensation as $37,470.",2025-05-16 16:29:37.918801,male
473,https://www.sec.gov/Archives/edgar/data/7623/000143774925007654/artw20250303_def14a.htm,Matthew N. Westendorf,54,Director,33470,"MATTHEW N. WESTENDORF, Director. Mr. Westendorf is the current President of Westendorf Manufacturing Co., Inc. ... Mr. Westendorf was appointed to our Board in April 2021. ... During fiscal year 2024, the members of the Audit Committee were Thomas E. Buffamante (Chairman), Matthew Westendorf and David A. White. ... Director Compensation Table for Fiscal Year 2024 shows total compensation as $33,470.",2025-05-16 16:29:37.918801,male
474,https://www.sec.gov/Archives/edgar/data/7623/000143774925007654/artw20250303_def14a.htm,Randall C. Ramsey,62,Director,33470,"RANDALL C. RAMSEY, Director. Mr. Ramsey is the founder and former president of Jarrett Bay Boatworks ... Mr. Ramsey was appointed to our Board in April 2022. ... Director Compensation Table for Fiscal Year 2024 shows total compensation as $33,470.",2025-05-16 16:29:37.918801,male
475,https://www.sec.gov/Archives/edgar/data/7789/000000778924000031/asb-20240318.htm,R. Jay Gerken,72,"Director, member of the Audit Committee and Enterprise Risk Committee",205000,"Mr. Gerken’s qualifications to serve as a director of Associated, member of the Audit Committee and of the Enterprise Risk Committee include his extensive investment and financial experience, as well as his executive leadership roles at several large mutual funds.  Mr. Gerken is certified as a National Association of Corporate Directors Board Leadership Fellow.  As a Chartered Financial Analyst with experience as a portfolio manager and in overseeing the preparation of financial statements, Mr. Gerken also meets the requirements of an audit committee financial expert.",2025-05-16 16:29:38.585686,male
476,https://www.sec.gov/Archives/edgar/data/7789/000000778924000031/asb-20240318.htm,Judith P. Greffin,63,"Director, member of the Enterprise Risk Committee and the Trust Committee",205000,"Ms. Greffin’s qualifications to serve as a director of Associated and member of the Enterprise Risk Committee and the Trust Committee include her extensive investment, strategy and risk mitigation background as well as her executive leadership experience at a large publicly traded company. Ms. Greffin is also a Chartered Financial Analyst.",2025-05-16 16:29:38.585686,female
477,https://www.sec.gov/Archives/edgar/data/7789/000000778924000031/asb-20240318.htm,Michael J. Haddad,57,"Director, member of the Audit Committee and the Trust Committee",205000,"Mr. Haddad’s qualifications to serve as a director of Associated and member of the Audit Committee and of the Trust Committee include his extensive experience as a CEO and board member of a large global food company with annual revenues over $7 billion, and his long-standing familiarity with the markets in which Associated is headquartered and serves. Mr. Haddad also meets the requirements of an audit committee financial expert.",2025-05-16 16:29:38.585686,male
478,https://www.sec.gov/Archives/edgar/data/7789/000000778924000031/asb-20240318.htm,Andrew J. Harmening,54,"President and Chief Executive Officer, Chair of the Corporate Development Committee",0,"Mr. Harmening joined Associated Banc-Corp as President and Chief Executive Officer in April 2021. Mr. Harmening has more than 25 years of industry experience. Prior to joining Associated, Mr. Harmening served as senior executive vice president, consumer and business banking director for Huntington Bank from 2017 to 2021. Mr. Harmening serves on the board of the Boys and Girls Club of Greater Milwaukee and the Board of Trustees for Northwestern Mutual.  Mr. Harmening also serves on the board of directors of the Metropolitan Milwaukee Association of Commerce (MMAC).",2025-05-16 16:29:38.585686,male
479,https://www.sec.gov/Archives/edgar/data/7789/000000778924000031/asb-20240318.htm,Robert A. Jeffe,73,"Director, Chair of the Audit Committee, member of the Corporate Development Committee and the Enterprise Risk Committee",215000,"Mr. Jeffe’s qualifications to serve as a director of Associated and Chair of the Audit Committee and a member of  the Corporate Development Committee and the Enterprise Risk Committee include his extensive investment banking and corporate finance experience, as well as his leadership roles at several large financial institutions and energy companies and his Board positions at these energy firms. Mr. Jeffe also meets the requirements of an audit committee financial expert.",2025-05-16 16:29:38.585686,male
493,https://www.sec.gov/Archives/edgar/data/8063/000114036124015352/ny20020718x1_def14a.htm,Linda G. O’Brien,60,"Director, Compensation and Nominating/Governance Committees; Director since 2023",190008,"Linda G. O’Brien, 60 Director, Compensation and Nominating/Governance Committees; Director since 2023 ... Ms. O’Brien receives $80,000 fees earned or paid in cash and $110,008 in restricted stock unit awards, totaling $190,008.",2025-05-16 16:29:39.385974,female
506,https://www.sec.gov/Archives/edgar/data/8670/000120677422002461/adp4094281-def14a.htm,Peter Bisson,65,Independent Director,365000,"Peter Bisson
Age: 65
Independent
Committees:
►CDTAC, Chair
►Nominating/Corporate Governance
►Audit
DIRECTOR COMPENSATION TABLE FOR FISCAL YEAR 2022
Peter Bisson
Fees Earned or Paid in Cash: $130,000
Stock Awards: $215,000
Total: $365,000",2025-05-16 16:29:42.520254,male
480,https://www.sec.gov/Archives/edgar/data/7789/000000778924000031/asb-20240318.htm,Rodney Jones-Tyson,55,Director Nominee,0,"Mr. Jones-Tyson is the Global Chief Human Resources Officer of Baird Financial Group, a privately held, employee-owned financial services company.  Prior to this position, Mr. Jones-Tyson held several other key positions at Baird including Chief Risk Officer from 2018 to 2021, Chief Operating Officer, Global Investment Banking from 2011 to 2018. Since 2022, Mr. Jones-Tyson has served as a member of the Board of Trustees of Investors Real Estate Trust, d/b/a, Centerspace (NYSE: CSR) where he serves as chair of the Compensation Committee. Mr. Jones-Tyson received his MBA from the University of Chicago Booth School of Business and earned a Bachelor’s degree in Finance from the University of Maryland College Park. Mr. Jones-Tyson’s qualifications to serve as a director of Associated include his background in human resources, and his over 30 years of experience working for global financial services companies.  Mr. Jones-Tyson brings a strong background with extensive leadership roles at a large financial services company. He also meets the requirements of an audit committee financial expert.",2025-05-16 16:29:38.585686,male
481,https://www.sec.gov/Archives/edgar/data/7789/000000778924000031/asb-20240318.htm,Eileen A. Kamerick,65,"Director, Chair of the Corporate Governance and Social Responsibility Committee, member of the Compensation and Benefits Committee and the Corporate Development Committee",215000,"Ms. Kamerick’s qualifications to serve as a director of Associated, Chair of the Corporate Governance and Social Responsibility Committee and member of the Compensation and Benefits Committee and the Corporate Development Committee include her executive-level responsibilities for the financial operations of both public and private companies, her board positions on public companies, and her experience as a frequent law school lecturer on corporate governance and corporate finance. She is also a National Association of Corporate Directors Board Leadership Fellow. In addition, Ms. Kamerick has earned the National Association of Corporate Directors Directorship Certification. In addition, Ms. Kamerick has earned the CERT, Certificate in Cybersecurity Oversight. In 2022, Ms. Kamerick attended the NACD Master Class, a course designed for experienced public company board and board committee leaders. In 2022, Ms. Kamerick was also recognized as an NACD Directorship 100 honoree. Although Ms. Kamerick is not currently serving on Associated’s Audit Committee, she meets the requirements of an audit committee financial expert.",2025-05-16 16:29:38.585686,female
482,https://www.sec.gov/Archives/edgar/data/7789/000000778924000031/asb-20240318.htm,Gale E. Klappa,73,"Director, Chair of the Compensation and Benefits Committee, member of the Corporate Governance and Social Responsibility Committee",215000,"Mr. Klappa’s qualifications to serve as a director of Associated, Chair of the Compensation and Benefits Committee, and member of the Corporate Governance and Social Responsibility Committee include his more than 40 years of management experience in large publicly traded companies, including over 25 years at a senior executive level, and his recognized leadership in the economic development of southeastern Wisconsin. Mr. Klappa also meets the requirements of an audit committee financial expert.",2025-05-16 16:29:38.585686,male
483,https://www.sec.gov/Archives/edgar/data/7789/000000778924000031/asb-20240318.htm,Cory L. Nettles,54,"Director, Chair of the Enterprise Risk Committee, member of the Corporate Governance and Social Responsibility Committee and Corporate Development Committee",216500,"Mr. Nettles’ qualifications to serve as a director of Associated, Chair of the Enterprise Risk Committee and member of the Corporate Governance and Social Responsibility Committee and Corporate Development Committee include his strong business background and legal experience.",2025-05-16 16:29:38.585686,male
484,https://www.sec.gov/Archives/edgar/data/7789/000000778924000031/asb-20240318.htm,Karen T. van Lith,64,"Director, Chair of the Trust Committee, member of the Compensation and Benefits Committee",215000,"Ms. van Lith’s qualifications to serve as a director of Associated, Chair of the Trust Committee and a member of the Compensation and Benefits Committee include her education in finance and accounting along with her past and present directorship experience in both public and private companies, as well as having earned NACD Director Certification. Ms. van Lith provides the board with a strong understanding of accounting and experience in financial roles of large publicly held companies. She was a CPA, has practiced with an international public accounting firm and has served in various executive capacities. She also meets the requirements of an audit committee financial expert.",2025-05-16 16:29:38.585686,female
485,https://www.sec.gov/Archives/edgar/data/7789/000000778924000031/asb-20240318.htm,John (Jay) B. Williams,72,Chairman of the Board,306500,"Mr. Williams’ qualifications to serve as Chairman of Associated include his vast experience in the banking industry, as well as having earned NACD Director Certification, his status as a NACD Board Leadership Fellow and having earned a NACD Certificate in Cybersecurity Oversight. In 2023, Mr. Williams was recognized as an NACD Directorship 100 honoree. Although Mr. Williams is not currently serving on Associated’s Audit Committee, Mr. Williams also meets the requirements of an audit committee financial expert.",2025-05-16 16:29:38.585686,male
486,https://www.sec.gov/Archives/edgar/data/8063/000114036124015352/ny20020718x1_def14a.htm,Robert T. Brady,83,Lead Independent Director; Audit (Chair) and Sustainability Committees; Director since 1990,190008,"Robert T. Brady, 83 Lead Independent Director; Audit (Chair) and Sustainability Committees; Director since 1990 ... Mr. Brady receives $80,000 fees earned or paid in cash and $110,008 in restricted stock unit awards, totaling $190,008.",2025-05-16 16:29:39.385974,male
487,https://www.sec.gov/Archives/edgar/data/8063/000114036124015352/ny20020718x1_def14a.htm,Jeffry D. Frisby,68,Director; Sustainability (Chair) and Audit Committees; Director since 2016,190008,"Jeffry D. Frisby, 68 Director; Sustainability (Chair) and Audit Committees; Director since 2016 ... Mr. Frisby receives $80,000 fees earned or paid in cash and $110,008 in restricted stock unit awards, totaling $190,008.",2025-05-16 16:29:39.385974,male
488,https://www.sec.gov/Archives/edgar/data/8063/000114036124015352/ny20020718x1_def14a.htm,Peter J. Gundermann,61,"Chairman of the Board, Director, President and Chief Executive Officer of the Company; Director since 2001",0,"Peter J. Gundermann, 61 Chairman of the Board, Director, President and Chief Executive Officer of the Company; Director since 2001 ... Mr. Gundermann receives no separate compensation for his service as a director of the Company.",2025-05-16 16:29:39.385974,male
489,https://www.sec.gov/Archives/edgar/data/8063/000114036124015352/ny20020718x1_def14a.htm,Warren C. Johnson,64,"Director, Nominating/Governance and Sustainability Committees; Director since 2016",190008,"Warren C. Johnson, 64 Director, Nominating/Governance and Sustainability Committees; Director since 2016 ... Mr. Johnson receives $80,000 fees earned or paid in cash and $110,008 in restricted stock unit awards, totaling $190,008.",2025-05-16 16:29:39.385974,male
611,https://www.sec.gov/Archives/edgar/data/10795/000001079524000096/bdx-20241219.htm,R. Andrew Eckert,63,Independent Director,364470,"R. Andrew Eckert | 63 Former Chief Executive Officer, Zelis Inc. Director since: 2016 Independent: Yes Committees: Compensation and Human Capital (Chair), Audit Compensation: $364,470",2025-05-16 16:29:51.657762,male
494,https://www.sec.gov/Archives/edgar/data/8146/000095017024051612/alot_def_14a_2024-finalp.htm,Alexis P. Michas,66,"Non-Executive Chairman, Director",122982,"Alexis P. Michas, 66, has been a director since June 2022. Mr. Michas is the founder and has been Managing Partner of Juniper Investment Company, LLC since 2008. ... Mr. Michas is the Non-Executive Chairman of the board of BorgWarner Inc., the Non-Executive Chairman of the board of Revvity, Inc., ... The Audit Committee is currently comprised of Mr. Michas, Mr. Quain and Ms. Schlaeppi. ... The Human Capital and Compensation Committee is currently comprised of Messrs. Michas, Quain and Warzala. ... The following Director Compensation table provides information regarding the compensation paid or accrued by each person other than Mr. Woods who served as a director during the fiscal year ended January 31, 2024. ... Alexis Michas Fees Earned or Paid in Cash ($) 53,000, Stock Awards ($) 69,982, Total ($) 122,982.",2025-05-16 16:29:40.127861,male
495,https://www.sec.gov/Archives/edgar/data/8146/000095017024051612/alot_def_14a_2024-finalp.htm,Mitchell I. Quain,72,Director,133982,"Mitchell I. Quain, 72, has been a director since August 2011. ... The Audit Committee is currently comprised of Mr. Michas, Mr. Quain and Ms. Schlaeppi. ... The Nominating and Governance Committee is currently comprised of Mr. Quain, Ms. Schlaeppi and Mr. Warzala. ... The Human Capital and Compensation Committee is currently comprised of Messrs. Michas, Quain and Warzala. ... The following Director Compensation table provides information regarding the compensation paid or accrued by each person other than Mr. Woods who served as a director during the fiscal year ended January 31, 2024. ... Mitchell I. Quain Fees Earned or Paid in Cash ($) 64,000, Stock Awards ($) 69,982, Total ($) 133,982.",2025-05-16 16:29:40.127861,male
496,https://www.sec.gov/Archives/edgar/data/8146/000095017024051612/alot_def_14a_2024-finalp.htm,Yvonne E. Schlaeppi,64,Director,127982,"Yvonne E. Schlaeppi, 64, has been a director since April 2018. ... The Audit Committee is currently comprised of Mr. Michas, Mr. Quain and Ms. Schlaeppi. ... The Nominating and Governance Committee is currently comprised of Mr. Quain, Ms. Schlaeppi and Mr. Warzala. ... The following Director Compensation table provides information regarding the compensation paid or accrued by each person other than Mr. Woods who served as a director during the fiscal year ended January 31, 2024. ... Yvonne E. Schlaeppi Fees Earned or Paid in Cash ($) 58,000, Stock Awards ($) 69,982, Total ($) 127,982.",2025-05-16 16:29:40.127861,female
497,https://www.sec.gov/Archives/edgar/data/8146/000095017024051612/alot_def_14a_2024-finalp.htm,Richard S. Warzala,70,"Lead Independent Director, Director",138982,"Richard S. Warzala, 70, has been a director since December 2017. ... The Nominating and Governance Committee is currently comprised of Mr. Quain, Ms. Schlaeppi and Mr. Warzala. ... The Human Capital and Compensation Committee is currently comprised of Messrs. Michas, Quain and Warzala. ... The following Director Compensation table provides information regarding the compensation paid or accrued by each person other than Mr. Woods who served as a director during the fiscal year ended January 31, 2024. ... Richard S. Warzala Fees Earned or Paid in Cash ($) 69,000, Stock Awards ($) 69,982, Total ($) 138,982.",2025-05-16 16:29:40.127861,male
498,https://www.sec.gov/Archives/edgar/data/8146/000095017024051612/alot_def_14a_2024-finalp.htm,Gregory A. Woods,65,"Chief Executive Officer, Director",1286106,"Gregory A. Woods, 65, has served as Chief Executive Officer of the Company since February 1, 2014, and as a director since January 2014. ... See “Executive Compensation” for information regarding compensation of and outstanding equity awards held by Mr. Woods. ... 2024 Summary Compensation Table ... Gregory A. Woods Salary ($) 459,251, Stock Awards ($) 688,871, Non-Equity Incentive Plan Compensation ($) 98,096, All Other Compensation ($) 39,888, Total ($) 1,286,106.",2025-05-16 16:29:40.127861,male
499,https://www.sec.gov/Archives/edgar/data/8177/000114036125010255/ny20041829x2_def14a.htm,"Hilton H. Howell, Jr.",62,"Chairman of the Board, President and Chief Executive Officer",1559908,"Hilton H. Howell, Jr. has been President and Chief Executive Officer of the Company since May 1995 and prior thereto served as Executive Vice President of the Company from October 1992 to May 1995. He has been a Director of the Company since October 1992 and, beginning in February 2009, assumed the role of Chairman of the Board of Directors. The Executive Committee consists of Messrs. Howell and Wheeler, and Mrs. Howell. The 2024 Summary Compensation Table shows total compensation of $1,559,908 for Mr. Howell.",2025-05-16 16:29:40.786514,male
