company_name,cikcode,director_name,software_background,start_date,end_date
CNA FINANCIAL CORP,21175,DINO E. ROBUSTO,f,2017-03-17,2025-03-21
CNA FINANCIAL CORP,21175,DON M. RANDEL,f,2002-03-28,2025-03-21
CNA FINANCIAL CORP,21175,DOUGLAS M. WORMAN,f,2021-03-19,2025-03-21
CNA FINANCIAL CORP,21175,EDWARD J. NOHA,f,2002-03-28,2002-03-28
CNA FINANCIAL CORP,21175,JAMES S. TISCH,f,2002-03-28,2025-03-21
CNA FINANCIAL CORP,21175,JANE J. WANG,f,2019-03-15,2025-03-21
CNA FINANCIAL CORP,21175,JONATHAN D. KANTOR,f,2016-03-18,2016-03-18
CNA FINANCIAL CORP,21175,JOSE O. MONTEMAYOR,f,2007-04-03,2025-03-21
CNA FINANCIAL CORP,21175,JOSEPH ROSENBERG,f,2002-03-28,2018-03-16
CNA FINANCIAL CORP,21175,KENNETH I. SIEGEL,f,2019-03-15,2025-03-21
CNA FINANCIAL CORP,21175,LAURENCE A. TISCH,f,2002-03-28,2003-04-01
CNA FINANCIAL CORP,21175,MARVIN ZONIS,f,2002-03-28,2020-03-20
CNA FINANCIAL CORP,21175,MICHAEL A. BLESS,f,2018-03-16,2025-03-21
CNA FINANCIAL CORP,21175,PAUL J. LISKA,f,2004-03-29,2016-03-18
CNA FINANCIAL CORP,21175,PRESTON R. TISCH,f,2002-03-28,2005-03-31
CNA FINANCIAL CORP,21175,STEPHEN W. LILIENTHAL,f,2002-03-28,2008-03-28
CNA FINANCIAL CORP,21175,THOMAS F. MOTAMED,f,2009-03-30,2016-03-18
CNA FINANCIAL CORP,21175,THOMAS PONTARELLI,f,2016-03-18,2016-03-18
CNA FINANCIAL CORP,21175,TIMOTHY J. SZERLONG,f,2016-03-18,2016-03-18
CNA FINANCIAL CORP,21175,WALTER L. HARRIS,f,2002-03-28,2004-03-29
COCA COLA CO,21344,ALEXIS M. HERMAN,f,2017-03-09,2022-03-11
COCA COLA CO,21344,ANA BOTÍN,f,2017-03-09,2022-03-11
COCA COLA CO,21344,BARRY DILLER,t,2017-03-09,2022-03-11
COCA COLA CO,21344,CAROLINE J. TSAY,t,2018-03-08,2022-03-11
COCA COLA CO,21344,CHRISTOPHER C. DAVIS,f,2018-03-08,2022-03-11
COCA COLA CO,21344,DAVID B. WEINBERG,t,2017-03-09,2022-03-11
COCA COLA CO,21344,HELENE D. GAYLE,t,2017-03-09,2022-03-11
COCA COLA CO,21344,HERB ALLEN,f,2022-03-11,2022-03-11
COCA COLA CO,21344,HERBERT A. ALLEN,f,2017-03-09,2021-03-04
COCA COLA CO,21344,JAMES QUINCEY,t,2017-03-09,2022-03-11
COCA COLA CO,21344,MARC BOLLAND,f,2017-03-09,2022-03-11
COCA COLA CO,21344,MARIA ELENA LAGOMASINO,f,2017-03-09,2022-03-11
COCA COLA CO,21344,MUHTAR KENT,f,2017-03-09,2018-03-08
COCA COLA CO,21344,RICHARD M. DALEY,f,2017-03-09,2018-03-08
COCA COLA CO,21344,ROBERT A. KOTICK,t,2017-03-09,2021-03-04
COCA COLA CO,21344,RONALD W. ALLEN,f,2017-03-09,2019-03-07
COCA COLA CO,21344,SAM NUNN,f,2017-03-09,2018-03-08
"Coca-Cola Consolidated, Inc.",317540,"ALEXANDER B. CUMMINGS, JR.",f,2010-03-30,2016-03-30
"Coca-Cola Consolidated, Inc.",317540,CARL WARE,f,2002-04-04,2009-03-25
"Coca-Cola Consolidated, Inc.",317540,DAVID M. KATZ,f,2019-03-25,2025-03-24
"Coca-Cola Consolidated, Inc.",317540,DEBORAH H. EVERHART,f,2009-03-25,2015-03-30
"Coca-Cola Consolidated, Inc.",317540,DEBORAH S. HARRISON,f,2003-04-03,2008-03-25
"Coca-Cola Consolidated, Inc.",317540,DENNIS A. WICKER,f,2002-04-04,2025-03-24
"Coca-Cola Consolidated, Inc.",317540,ELAINE BOWERS COVENTRY,f,2023-03-20,2025-03-24
"Coca-Cola Consolidated, Inc.",317540,HENRY W. FLINT,f,2007-03-27,2019-03-25
"Coca-Cola Consolidated, Inc.",317540,H. W. MCKAY BELK,f,2002-04-04,2008-03-25
"Coca-Cola Consolidated, Inc.",317540,H.W. MCKAY BELK,f,2009-03-25,2015-03-30
"Coca-Cola Consolidated, Inc.",317540,JAMES E. HARRIS,f,2004-03-26,2007-03-27
"Coca-Cola Consolidated, Inc.",317540,JAMES H. MORGAN,f,2008-03-25,2025-03-24
"Coca-Cola Consolidated, Inc.",317540,"JAMES L. MOORE, JR.",f,2002-04-04,2003-04-03
"Coca-Cola Consolidated, Inc.",317540,"JAMES R. HELVEY, III",t,2016-03-30,2025-03-24
"Coca-Cola Consolidated, Inc.",317540,JASON D. (J.D.) HICKEY,t,2024-03-25,2025-03-24
"Coca-Cola Consolidated, Inc.",317540,JENNIFER K. MANN,t,2017-03-20,2022-03-28
"Coca-Cola Consolidated, Inc.",317540,"J. FRANK HARRISON, III",f,2002-04-04,2025-03-24
"Coca-Cola Consolidated, Inc.",317540,"J. FRANK HARRISON, JR.",f,2002-04-04,2002-04-04
"Coca-Cola Consolidated, Inc.",317540,JOHN W. MURREY III,f,2007-03-27,2007-03-27
"Coca-Cola Consolidated, Inc.",317540,"JOHN W. MURREY, III",f,2002-04-04,2021-03-22
"Coca-Cola Consolidated, Inc.",317540,MORGAN H. EVERETT,f,2011-03-29,2025-03-24
"Coca-Cola Consolidated, Inc.",317540,NED R. MCWHERTER,f,2002-04-04,2010-03-30
"Coca-Cola Consolidated, Inc.",317540,REID M. HENSON,f,2002-04-04,2003-04-03
"Coca-Cola Consolidated, Inc.",317540,RICHARD T. WILLIAMS,f,2018-03-26,2025-03-24
"Coca-Cola Consolidated, Inc.",317540,"ROBERT D. PETTUS, JR.",f,2005-04-01,2006-03-27
"Coca-Cola Consolidated, Inc.",317540,SHARON A. DECKER,f,2002-04-04,2025-03-24
"Coca-Cola Consolidated, Inc.",317540,SUE ANNE H. WELLS,f,2016-03-30,2021-03-22
"Coca-Cola Consolidated, Inc.",317540,UMESH M. KASBEKAR,f,2016-03-30,2025-03-24
"Coca-Cola Consolidated, Inc.",317540,WILLIAM B. ELMORE,f,2002-04-04,2015-03-30
"Coca-Cola Consolidated, Inc.",317540,WILLIAM H. JONES,f,2011-03-29,2025-03-24
"Coeur Mining, Inc.",215466,BRIAN E. SANDOVAL,f,2019-03-28,2020-03-30
"Coeur Mining, Inc.",215466,EDUARDO LUNA,f,2018-03-28,2025-04-02
"Coeur Mining, Inc.",215466,JEANE L. HULL,f,2025-04-02,2025-04-02
"Coeur Mining, Inc.",215466,JESSICA L. MCDONALD,f,2018-03-28,2022-03-30
"Coeur Mining, Inc.",215466,J. KENNETH THOMPSON,t,2014-03-31,2025-04-02
"Coeur Mining, Inc.",215466,JOHN H. ROBINSON,f,2014-03-31,2022-03-30
"Coeur Mining, Inc.",215466,KEVIN S. CRUTCHFIELD,f,2014-03-31,2018-03-28
"Coeur Mining, Inc.",215466,LINDA L. ADAMANY,f,2014-03-31,2025-04-02
"Coeur Mining, Inc.",215466,MITCHELL J. KREBS,f,2014-03-31,2025-04-02
"Coeur Mining, Inc.",215466,N. ERIC FIER,f,2025-04-02,2025-04-02
"Coeur Mining, Inc.",215466,PARAMITA DAS,f,2025-04-02,2025-04-02
"Coeur Mining, Inc.",215466,PIERRE BEAUDOIN,f,2025-04-02,2025-04-02
"Coeur Mining, Inc.",215466,RANDOLPH E. GRESS,f,2014-03-31,2022-03-30
"Coeur Mining, Inc.",215466,ROBERT E. MELLOR,f,2014-03-31,2025-04-02
"Coeur Mining, Inc.",215466,SEBASTIAN EDWARDS,f,2014-03-31,2022-03-30
COHU INC,21535,ANDREAS W. MATTES,f,2023-03-28,2025-04-02
COHU INC,21535,ANDREW M. CAGGIA,f,2015-04-09,2025-04-02
COHU INC,21535,HAROLD HARRIGIAN,f,2012-04-05,2015-04-09
COHU INC,21535,HARRY L. CASARI,f,2012-04-05,2014-04-09
COHU INC,21535,JAMES A. DONAHUE,f,2012-04-05,2025-04-02
COHU INC,21535,JORGE L. TITINGER,f,2019-03-28,2021-03-23
COHU INC,21535,KAREN M. RAPP,f,2025-04-02,2025-04-02
COHU INC,21535,KARL H. FUNKE,f,2015-04-09,2017-04-10
COHU INC,21535,LUIS A. MÜLLER,t,2015-04-09,2025-04-02
COHU INC,21535,LYNNE J. CAMP,t,2020-03-25,2021-03-23
COHU INC,21535,NINA L. RICHARDSON,f,2020-03-25,2025-04-02
COHU INC,21535,RITU C. FAVRE,f,2019-03-28,2019-03-28
COHU INC,21535,ROBERT L. CIARDELLA,f,2012-04-05,2019-03-28
COHU INC,21535,STEVEN J. BILODEAU,t,2012-04-05,2025-04-02
COHU INC,21535,WILLIAM E. BENDUSH,f,2012-04-05,2025-04-02
COHU INC,21535,YON Y. JORDEN,f,2023-03-28,2025-04-02
COLGATE PALMOLIVE CO,21665,BRIAN NEWMAN,t,2024-03-27,2024-03-27
COLGATE PALMOLIVE CO,21665,BRIAN O. NEWMAN,f,2025-03-26,2025-03-26
COLGATE PALMOLIVE CO,21665,CHARLES A. BANCROFT,f,2017-03-29,2019-03-27
COLGATE PALMOLIVE CO,21665,C. MARTIN HARRIS,t,2017-03-29,2025-03-26
COLGATE PALMOLIVE CO,21665,ELLEN M. HANCOCK,t,2017-03-29,2018-03-28
COLGATE PALMOLIVE CO,21665,HELENE D. GAYLE,f,2017-03-29,2020-03-25
COLGATE PALMOLIVE CO,21665,IAN COOK,f,2017-03-29,2019-03-27
COLGATE PALMOLIVE CO,21665,JOHN P. BILBREY,f,2017-03-29,2025-03-26
COLGATE PALMOLIVE CO,21665,JOHN T. CAHILL,f,2017-03-29,2025-03-26
COLGATE PALMOLIVE CO,21665,KIMBERLY A. NELSON,f,2021-03-24,2025-03-26
COLGATE PALMOLIVE CO,21665,LISA M. EDWARDS,t,2019-03-27,2025-03-26
COLGATE PALMOLIVE CO,21665,LORRIE M. NORRINGTON,t,2017-03-29,2025-03-26
COLGATE PALMOLIVE CO,21665,MARTINA HUND-MEJEAN,t,2020-03-25,2025-03-26
COLGATE PALMOLIVE CO,21665,MICHAEL B. POLK,f,2017-03-29,2023-03-29
COLGATE PALMOLIVE CO,21665,NOEL R. WALLACE,t,2019-03-27,2024-03-27
COLGATE PALMOLIVE CO,21665,NOEL WALLACE,f,2025-03-26,2025-03-26
COLGATE PALMOLIVE CO,21665,STEPHEN I. SADOVE,f,2017-03-29,2023-03-29
COLGATE PALMOLIVE CO,21665,STEVE CAHILLANE,f,2023-03-29,2024-03-27
COLGATE PALMOLIVE CO,21665,STEVEN A. CAHILLANE,f,2025-03-26,2025-03-26
COLONY BANKCORP INC,711669,AL D. ROSS,f,2007-03-23,2011-04-21
COLONY BANKCORP INC,711669,AUDREY D. HOLLINGSWORTH,f,2023-04-12,2024-04-11
COLONY BANKCORP INC,711669,B. GENE WALDRON,f,2007-03-23,2016-04-22
COLONY BANKCORP INC,711669,BRIAN D. SCHMITT,f,2022-04-11,2024-04-11
COLONY BANKCORP INC,711669,CHARLES E. MYLER,f,2007-03-23,2011-04-21
COLONY BANKCORP INC,711669,"DAVIS W. KING, SR.",f,2012-04-20,2014-04-24
COLONY BANKCORP INC,711669,EDWARD J. HARRELL,f,2007-03-23,2014-04-24
COLONY BANKCORP INC,711669,"EDWARD P. LOOMIS, JR.",f,2013-04-24,2024-04-11
COLONY BANKCORP INC,711669,G. EDWARD SMITH III,f,2008-11-26,2008-11-26
COLONY BANKCORP INC,711669,"HAROLD W. WYATT, III",f,2022-04-11,2023-04-12
COLONY BANKCORP INC,711669,"HENRY FRANKLAND BROWN, JR.",f,2008-11-26,2008-11-26
COLONY BANKCORP INC,711669,JAMES D. MINIX,f,2007-03-23,2011-04-21
COLONY BANKCORP INC,711669,JONATHAN W.R. ROSS,f,2008-03-10,2023-04-12
COLONY BANKCORP INC,711669,LARRY E. STEVENSON,f,2008-11-26,2008-11-26
COLONY BANKCORP INC,711669,"L. MORRIS DOWNING, JR.",f,2007-03-23,2011-04-21
COLONY BANKCORP INC,711669,MARK H. MASSEE,f,2007-03-23,2024-04-11
COLONY BANKCORP INC,711669,MATTHEW D. REED,t,2019-04-25,2024-04-11
COLONY BANKCORP INC,711669,MEAGAN M. MOWRY,f,2019-04-25,2024-04-11
COLONY BANKCORP INC,711669,"M. FREDERICK DWOZAN, JR.",f,2012-04-20,2022-04-11
COLONY BANKCORP INC,711669,R. SIDNEY ROSS,f,2007-03-23,2007-03-23
COLONY BANKCORP INC,711669,SCOTT L. DOWNING,f,2012-04-20,2024-04-11
COLONY BANKCORP INC,711669,TERRY L. COLEMAN,f,2007-03-23,2010-04-22
COLONY BANKCORP INC,711669,TERRY L. HESTER,f,2007-03-23,2022-04-11
COLONY BANKCORP INC,711669,T. HEATH FOUNTAIN,f,2019-04-25,2024-04-11
COLONY BANKCORP INC,711669,WALTER P. PATTEN,f,2008-11-26,2008-11-26
COLONY BANKCORP INC,711669,"W. B. ROBERTS, JR.",f,2007-03-23,2009-04-23
COLONY BANKCORP INC,711669,"W.B. ROBERTS, JR.",f,2010-04-22,2011-04-21
COMERICA INC /NEW/,28412,ALFRED A. PIERGALLINI,f,2017-03-14,2017-03-14
COMERICA INC /NEW/,28412,ARTHUR G. ANGULO,t,2025-03-17,2025-03-17
COMERICA INC /NEW/,28412,BARBARA R. SMITH,f,2020-03-17,2025-03-17
COMERICA INC /NEW/,28412,CURTIS C. FARMER,t,2020-03-17,2025-03-17
COMERICA INC /NEW/,28412,DEREK J. KERR,t,2023-03-13,2025-03-17
COMERICA INC /NEW/,28412,JACQUELINE P. KANE,f,2017-03-14,2023-03-13
COMERICA INC /NEW/,28412,JENNIFER H. SAMPSON,f,2023-03-13,2025-03-17
COMERICA INC /NEW/,28412,M. ALAN GARDNER,f,2025-03-17,2025-03-17
COMERICA INC /NEW/,28412,MICHAEL E. COLLINS,f,2017-03-14,2023-03-13
COMERICA INC /NEW/,28412,MICHAEL G. VAN DE VEN,t,2017-03-14,2025-03-17
COMERICA INC /NEW/,28412,NANCY AVILA,t,2023-03-13,2023-03-13
COMERICA INC /NEW/,28412,NANCY FLORES,t,2022-03-15,2022-03-15
COMERICA INC /NEW/,28412,NINA G. VACA,t,2017-03-14,2025-03-17
COMERICA INC /NEW/,28412,"RALPH W. BABB, JR.",f,2017-03-14,2017-03-14
COMERICA INC /NEW/,28412,"REGINALD M. TURNER, JR.",f,2017-03-14,2023-03-13
COMERICA INC /NEW/,28412,RICHARD G. LINDNER,f,2017-03-14,2025-03-17
COMERICA INC /NEW/,28412,ROBERT S. TAUBMAN,f,2017-03-14,2025-03-17
COMERICA INC /NEW/,28412,ROGER A. CREGG,f,2017-03-14,2025-03-17
COMERICA INC /NEW/,28412,T. KEVIN DENICOLA,f,2017-03-14,2020-03-17
COMMERCE BANCSHARES INC /MO/,22356,ANDREW C. TAYLOR,f,2020-03-06,2021-03-12
COMMERCE BANCSHARES INC /MO/,22356,"BENJAMIN F. RASSIEUR, III",f,2020-03-06,2025-03-14
COMMERCE BANCSHARES INC /MO/,22356,BLACKFORD F. BRAUER,f,2023-03-10,2025-03-14
COMMERCE BANCSHARES INC /MO/,22356,CHRISTINE B. TAYLOR,f,2023-03-10,2025-03-14
COMMERCE BANCSHARES INC /MO/,22356,CHRISTINE B. TAYLOR-BROUGHTON,f,2022-03-11,2022-03-11
COMMERCE BANCSHARES INC /MO/,22356,DAVID W. KEMPER,f,2020-03-06,2025-03-14
COMMERCE BANCSHARES INC /MO/,22356,"EARL H. DEVANNY, III",f,2020-03-06,2025-03-14
COMMERCE BANCSHARES INC /MO/,22356,JOHN R. CAPPS,f,2020-03-06,2022-03-11
COMMERCE BANCSHARES INC /MO/,22356,JOHN W. KEMPER,f,2020-03-06,2025-03-14
COMMERCE BANCSHARES INC /MO/,22356,JONATHAN M. KEMPER,t,2020-03-06,2025-03-14
COMMERCE BANCSHARES INC /MO/,22356,JUNE MCALLISTER FOWLER,f,2022-03-11,2025-03-14
COMMERCE BANCSHARES INC /MO/,22356,KAREN L. DANIEL,t,2020-03-06,2025-03-14
COMMERCE BANCSHARES INC /MO/,22356,KIMBERLY G. WALKER,f,2020-03-06,2024-03-08
COMMERCE BANCSHARES INC /MO/,22356,TERRY D. BASSHAM,f,2021-03-12,2024-03-08
COMMERCE BANCSHARES INC /MO/,22356,TIMOTHY S. DUNN,f,2025-03-14,2025-03-14
COMMERCE BANCSHARES INC /MO/,22356,TODD R. SCHNUCK,f,2020-03-06,2024-03-08
COMMERCE BANCSHARES INC /MO/,22356,W. KYLE CHAPMAN,f,2023-03-10,2025-03-14
COMMERCE BANCSHARES INC /MO/,22356,"W. THOMAS GRANT, II",f,2020-03-06,2022-03-11
COMMERCIAL METALS Co,22444,ANTHONY A. MASSARO,f,2014-12-01,2017-11-27
COMMERCIAL METALS Co,22444,BARBARA R. SMITH,f,2017-11-27,2022-11-22
COMMERCIAL METALS Co,22444,CHARLES L. SZEWS,f,2014-12-01,2024-11-26
COMMERCIAL METALS Co,22444,DENNIS V. ARRIOLA,f,2024-11-26,2024-11-26
COMMERCIAL METALS Co,22444,GARY E. MCCULLOUGH,f,2021-11-23,2024-11-26
COMMERCIAL METALS Co,22444,J. DAVID SMITH,f,2014-12-01,2021-11-23
COMMERCIAL METALS Co,22444,JOHN R. MCPHERSON,f,2022-11-22,2024-11-26
COMMERCIAL METALS Co,22444,JOSEPH ALVARADO,f,2014-12-01,2016-11-28
COMMERCIAL METALS Co,22444,JOSEPH C. WINKLER,f,2015-11-30,2020-11-23
COMMERCIAL METALS Co,22444,JOSEPH WINKLER,f,2014-12-01,2017-11-27
COMMERCIAL METALS Co,22444,LISA M. BARTON,t,2020-11-23,2024-11-26
COMMERCIAL METALS Co,22444,PAUL K. KIRKPATRICK,f,2017-11-27,2017-11-27
COMMERCIAL METALS Co,22444,PETER R. MATT,f,2020-11-23,2024-11-26
COMMERCIAL METALS Co,22444,RHYS J. BEST,f,2015-11-30,2020-11-23
COMMERCIAL METALS Co,22444,RICHARD B. KELSON,f,2014-12-01,2020-11-23
COMMERCIAL METALS Co,22444,RICK J. MILLS,f,2014-12-01,2020-11-23
COMMERCIAL METALS Co,22444,ROBERT L. GUIDO,f,2014-12-01,2016-11-28
COMMERCIAL METALS Co,22444,ROBERT S. WETHERBEE,f,2024-11-26,2024-11-26
COMMERCIAL METALS Co,22444,SARAH E. RAISS,f,2014-12-01,2024-11-26
COMMERCIAL METALS Co,22444,TANDRA C. PERKINS,t,2024-11-26,2024-11-26
COMMERCIAL METALS Co,22444,VICKI L. AVRIL,f,2014-12-01,2019-11-25
COMMERCIAL METALS Co,22444,VICKI L. AVRIL-GROVES,f,2020-11-23,2023-11-21
COMMUNITY BANCORP /VT,718413,ALAN A. WING,f,2006-04-10,2008-04-22
COMMUNITY BANCORP /VT,718413,AMINTA K. CONANT,f,2006-04-10,2024-04-03
COMMUNITY BANCORP /VT,718413,ANNE T. MOORE,f,2003-04-01,2014-04-08
COMMUNITY BANCORP /VT,718413,BRUCE L. BAKER,f,2021-04-06,2024-04-03
COMMUNITY BANCORP /VT,718413,CAROL A. MARTIN,f,2022-04-05,2024-04-03
COMMUNITY BANCORP /VT,718413,CHARLES W. BUCKNAM,f,2009-04-14,2009-04-14
COMMUNITY BANCORP /VT,718413,"CHARLES W. BUCKNAM, JR.",f,2008-04-22,2018-04-05
COMMUNITY BANCORP /VT,718413,CHRISTOPHER L. CALDWELL,f,2024-04-03,2024-04-03
COMMUNITY BANCORP /VT,718413,DALE R. WELLS,f,2003-04-01,2007-04-17
COMMUNITY BANCORP /VT,718413,DAVID M. BOUFFARD,f,2015-04-06,2024-04-03
COMMUNITY BANCORP /VT,718413,DAVID P. LAFORCE,f,2018-04-05,2024-04-03
COMMUNITY BANCORP /VT,718413,DOROTHY MITCHELL,f,2016-04-07,2019-04-02
COMMUNITY BANCORP /VT,718413,DOROTHY R. MITCHELL,f,2006-04-10,2023-04-05
COMMUNITY BANCORP /VT,718413,ELWOOD DUCKLESS,f,2003-04-01,2005-04-13
COMMUNITY BANCORP /VT,718413,ELWOOD G. DUCKLESS,f,2006-04-10,2013-04-10
COMMUNITY BANCORP /VT,718413,EMMA L. MARVIN,f,2020-08-25,2024-04-03
COMMUNITY BANCORP /VT,718413,FREDERIC OESCHGER,f,2009-04-14,2015-04-06
COMMUNITY BANCORP /VT,718413,FREDRIC OESCHGER,f,2016-04-07,2024-04-03
COMMUNITY BANCORP /VT,718413,JACQUES R. COUTURE,f,2003-04-01,2024-04-03
COMMUNITY BANCORP /VT,718413,JAMES G. WHEELER JR.,f,2020-08-25,2024-04-03
COMMUNITY BANCORP /VT,718413,"JAMES G. WHEELER, JR.",f,2011-04-08,2022-04-05
COMMUNITY BANCORP /VT,718413,JEFFREY L. MOORE,f,2019-04-02,2024-04-03
COMMUNITY BANCORP /VT,718413,KATHRYN M. AUSTIN,f,2013-04-10,2024-04-03
COMMUNITY BANCORP /VT,718413,MARCEL M. LOCKE,f,2003-04-01,2008-04-22
COMMUNITY BANCORP /VT,718413,MICHAEL H. DUNN,f,2003-04-01,2007-04-17
COMMUNITY BANCORP /VT,718413,PATRICK M. MALONE,f,2016-04-07,2017-04-06
COMMUNITY BANCORP /VT,718413,PETER J. MURPHY,f,2007-04-17,2015-04-06
COMMUNITY BANCORP /VT,718413,RICHARD C. WHITE,f,2003-04-01,2010-04-08
COMMUNITY BANCORP /VT,718413,ROSEMARY M. LALIME,f,2003-04-01,2023-04-05
COMMUNITY BANCORP /VT,718413,STEPHEN P. MARSH,f,2003-04-01,2024-04-03
COMMUNITY BANCORP /VT,718413,THOMAS E. ADAMS,f,2003-04-01,2024-04-03
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,BRIAN R. ACE,f,2014-04-04,2023-03-27
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,BRIAN R. WRIGHT,f,2014-04-04,2014-04-04
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,DIMITAR A. KARAIVANOV,f,2024-03-29,2025-03-28
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,EDWARD S. MUCENSKI,f,2014-04-04,2017-03-31
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,ERIC E. STICKELS,f,2016-04-01,2025-03-28
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,JAMES A. GABRIEL,f,2014-04-04,2017-03-31
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,JAMES A. WILSON,f,2014-04-04,2015-04-01
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,"JAMES W. GIBSON, JR.",f,2014-04-04,2016-04-01
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,JEFFERY J. KNAUSS,t,2022-03-28,2025-03-28
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,JEFFREY L. DAVIS,f,2018-03-29,2022-03-28
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,"JOHN F. WHIPPLE, JR.",f,2014-04-04,2025-03-28
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,JOHN PARENTE,f,2014-04-04,2025-03-28
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,KERRIE D. MACPHERSON,t,2020-04-01,2025-03-28
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,MARK E. TRYNISKI,f,2014-04-04,2023-03-27
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,MARK J. BOLUS,f,2014-04-04,2025-03-28
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,MICHAEL R. KALLET,f,2016-04-01,2020-04-01
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,MICHELE P. SULLIVAN,t,2024-03-29,2025-03-28
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,NEIL E. FESETTE,f,2014-04-04,2025-03-28
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,NICHOLAS A. DICERBO,f,2014-04-04,2017-03-31
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,"RAYMOND C. PECOR, III",f,2018-03-29,2025-03-28
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,SALLY A. STEELE,f,2014-04-04,2025-03-28
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,SAVNEET SINGH,t,2025-03-28,2025-03-28
"COMMUNITY FINANCIAL SYSTEM, INC.",723188,SUSAN E. SKERRITT,t,2021-03-25,2024-03-29
COMMUNITY TRUST BANCORP INC /KY/,350852,ANTHONY W. ST. CHARLES,t,2011-03-25,2025-03-21
COMMUNITY TRUST BANCORP INC /KY/,350852,CHAD C. STREET,f,2021-03-18,2021-03-18
COMMUNITY TRUST BANCORP INC /KY/,350852,"CHAD C. STREET, DMD, MD",f,2022-03-22,2025-03-21
COMMUNITY TRUST BANCORP INC /KY/,350852,CHARLES J. BAIRD,f,2011-03-25,2024-03-18
COMMUNITY TRUST BANCORP INC /KY/,350852,DAVID COLLINS,f,2021-03-18,2021-03-18
COMMUNITY TRUST BANCORP INC /KY/,350852,DR. JAMES R. RAMSEY,f,2011-03-25,2018-03-19
COMMUNITY TRUST BANCORP INC /KY/,350852,EUGENIA CRITTENDEN “CRIT” LUALLEN,f,2020-03-23,2025-03-21
COMMUNITY TRUST BANCORP INC /KY/,350852,"FRANKLIN H. FARRIS, JR.",f,2019-03-20,2025-03-21
COMMUNITY TRUST BANCORP INC /KY/,350852,FRANKY MINNIFIELD,f,2020-03-23,2025-03-21
COMMUNITY TRUST BANCORP INC /KY/,350852,INA MICHELLE MATTHEWS,f,2021-03-18,2025-03-21
COMMUNITY TRUST BANCORP INC /KY/,350852,JAMES E. MCGHEE II,f,2011-03-25,2025-03-21
COMMUNITY TRUST BANCORP INC /KY/,350852,JEAN R. HALE,f,2011-03-25,2021-03-18
COMMUNITY TRUST BANCORP INC /KY/,350852,JEFFERSON F. SANDLIN,f,2024-03-18,2025-03-21
COMMUNITY TRUST BANCORP INC /KY/,350852,"LILLIAN (KAY) WEBB, PHD",f,2024-03-18,2025-03-21
COMMUNITY TRUST BANCORP INC /KY/,350852,MARK A. GOOCH,f,2022-03-22,2025-03-21
COMMUNITY TRUST BANCORP INC /KY/,350852,M. LYNN PARRISH,t,2011-03-25,2023-03-23
COMMUNITY TRUST BANCORP INC /KY/,350852,NICK A. COOLEY,f,2011-03-25,2012-03-23
COMMUNITY TRUST BANCORP INC /KY/,350852,NICK CARTER,f,2011-03-25,2020-03-23
COMSTOCK RESOURCES INC,23194,CECIL E. MARTIN,f,2013-04-03,2018-07-13
COMSTOCK RESOURCES INC,23194,DAVID K. LOCKETT,t,2013-04-03,2018-07-13
COMSTOCK RESOURCES INC,23194,DAVID W. SLEDGE,f,2013-04-03,2018-07-13
COMSTOCK RESOURCES INC,23194,D. DALE GILLETTE,f,2016-09-29,2016-09-29
COMSTOCK RESOURCES INC,23194,ELIZABETH B. DAVIS,f,2014-04-04,2016-09-29
COMSTOCK RESOURCES INC,23194,"ELIZABETH B. DAVIS, PHD",f,2016-04-15,2024-04-29
COMSTOCK RESOURCES INC,23194,FREDERIC D. SEWELL,t,2013-04-03,2018-07-13
COMSTOCK RESOURCES INC,23194,JIM L. TURNER,f,2014-04-04,2024-04-29
COMSTOCK RESOURCES INC,23194,JOHN D. JACOBI,f,2020-04-20,2020-04-20
COMSTOCK RESOURCES INC,23194,JORDAN T. MARYE,f,2020-04-20,2020-04-20
COMSTOCK RESOURCES INC,23194,MACK D. GOOD,f,2016-09-29,2016-09-29
COMSTOCK RESOURCES INC,23194,M. JAY ALLISON,f,2013-04-03,2024-04-29
COMSTOCK RESOURCES INC,23194,MORRIS E. FOSTER,f,2017-04-03,2024-04-29
COMSTOCK RESOURCES INC,23194,NANCY E. UNDERWOOD,f,2013-04-03,2015-04-03
